Timestamp (ns),0x6a25 Range to 0x6f58 (mm),0x6a25 RSS to 0x6f58 (dB),0x6a25 Range to 0x6a5d (mm),0x6a25 RSS to 0x6a5d (dB),0x6a25 Range to 0x6a26 (mm),0x6a25 RSS to 0x6a26 (dB),0x6a25 Range to 0x6f61 (mm),0x6a25 RSS to 0x6f61 (dB),Timestamp (ns),0x6f58 Range to 0x6a5d (mm),0x6f58 RSS to 0x6a5d (dB),0x6f58 Range to 0x6a25 (mm),0x6f58 RSS to 0x6a25 (dB),0x6f58 Range to 0x6a26 (mm),0x6f58 RSS to 0x6a26 (dB),0x6f58 Range to 0x6f61 (mm),0x6f58 RSS to 0x6f61 (dB)
1595476448580841341, , , , ,1254,-81, , ,1595476448587329822, , , , ,1264,-82, , ,,
1595476448593671545, , , , , , ,867,-81,1595476448600108489, , , , , , ,712,-86,,
1595476448600257970, , , , , , , , ,1595476448606669859,644,-80, , , , , , ,,
1595476448613227582, , ,886,-80, , , , ,1595476448613254156, , , , , , , , ,,
1595476448619476674, , , , ,1264,-81, , ,1595476448625569711, , , , ,1236,-83, , ,,
1595476448632066007, , , , , , ,870,-81,1595476448638286544, , , , , , ,726,-87,,
1595476448638392285, , , , , , , , ,1595476448644743748,620,-80, , , , , , ,,
1595476448651322600, , ,875,-80, , , , ,1595476448651349489, , , , , , , , ,,
1595476448657946285, , , , ,1268,-81, , ,1595476448664125081, , , , ,1217,-82, , ,,
1595476448671292970, , , , , , ,894,-81,1595476448677727193, , , , , , ,703,-87,,
1595476448677841044, , , , , , , , ,1595476448684270396,642,-80, , , , , , ,,
1595476448690684656, , ,875,-80, , , , ,1595476448690710804, , , , , , , , ,,
1595476448697236359, , , , ,1273,-81, , ,1595476448703502767, , , , ,1240,-82, , ,,
1595476448709757211, , , , , , ,898,-81,1595476448715913044, , , , , , ,707,-86,,
1595476448716017119, , , , , , , , ,1595476448722361211,639,-80, , , , , , ,,
1595476448728714285, , ,870,-80, , , , ,1595476448728740489, , , , , , , , ,,
1595476448735013526, , , , ,1236,-81, , ,1595476448741438581, , , , ,1240,-82, , ,,
1595476448747732878, , , , , , ,870,-81,1595476448753937563, , , , , , ,740,-86,,
1595476448754041470, , , , , , , , ,1595476448760523396,620,-80, , , , , , ,,
1595476448766874952, , ,913,-80, , , , ,1595476448766903007, , , , , , , , ,,
1595476448773223674, , , , ,1264,-81, , ,1595476448779519526, , , , ,1254,-83, , ,,
1595476448785942285, , , , , , ,889,-81,1595476448792322637, , , , , , ,712,-86,,
1595476448792428804, , , , , , , , ,1595476448798552896,634,-80, , , , , , ,,
1595476448804826359, , ,889,-80, , , , ,1595476448804852933, , , , , , , , ,,
1595476448811883470, , , , ,1245,-81, , ,1595476448818568563, , , , ,1236,-83, , ,,
1595476448824941655, , , , , , ,875,-81,1595476448831207915, , , , , , ,689,-86,,
1595476448831317859, , , , , , , , ,1595476448837633230,639,-80, , , , , , ,,
1595476448843985600, , ,875,-80, , , , ,1595476448844011230, , , , , , , , ,,
1595476448850274081, , , , ,1207,-81, , ,1595476448856473878, , , , ,1259,-82, , ,,
1595476448862731748, , , , , , ,870,-82,1595476448869018433, , , , , , ,731,-87,,
1595476448869121174, , , , , , , , ,1595476448875330841,656,-80, , , , , , ,,
1595476448881710989, , ,870,-80, , , , ,1595476448881737970, , , , , , , , ,,
1595476448888066211, , , , ,1226,-81, , ,1595476448894361600, , , , ,1226,-82, , ,,
1595476448900679563, , , , , , ,870,-81,1595476448906484452, , , , , , ,750,-87,,
1595476448906596007, , , , , , , , ,1595476448912944211,611,-80, , , , , , ,,
1595476448919400544, , ,922,-80, , , , ,1595476448919426970, , , , , , , , ,,
1595476448925628489, , , , ,1226,-81, , ,1595476448931744267, , , , ,1250,-83, , ,,
1595476448938323785, , , , , , ,898,-81,1595476448944495396, , , , , , ,703,-86,,
1595476448944600637, , , , , , , , ,1595476448950895211,592,-80, , , , , , ,,
1595476448957582767, , ,927,-80, , , , ,1595476448957616174, , , , , , , , ,,
1595476448964408081, , , , ,1264,-81, , ,1595476448970749618, , , , ,1207,-83, , ,,
1595476448977044711, , , , , , ,889,-81,1595476448983411044, , , , , , ,745,-86,,
1595476448983522044, , , , , , , , ,1595476448989960711,601,-80, , , , , , ,,
1595476448996393544, , ,894,-80, , , , ,1595476448996419822, , , , , , , , ,,
1595476449003085785, , , , ,1264,-81, , ,1595476449009413266, , , , ,1231,-82, , ,,
1595476449015802322, , , , , , ,898,-81,1595476449022382581, , , , , , ,717,-85,,
1595476449022488748, , , , , , , , ,1595476449028672729,653,-80, , , , , , ,,
1595476449035343674, , ,880,-80, , , , ,1595476449035368766, , , , , , , , ,,
1595476449041816341, , , , ,1259,-81, , ,1595476449048301359, , , , ,1250,-83, , ,,
1595476449054811470, , , , , , ,884,-81,1595476449061089341, , , , , , ,731,-86,,
1595476449061197378, , , , , , , , ,1595476449067567100,601,-80, , , , , , ,,
1595476449074003878, , ,917,-80, , , , ,1595476449074029915, , , , , , , , ,,
1595476449080400563, , , , ,1240,-81, , ,1595476449086553396, , , , ,1221,-82, , ,,
1595476449093052359, , , , , , ,870,-81,1595476449099347748, , , , , , ,712,-87,,
1595476449099469507, , , , , , , , ,1595476449106027637,653,-80, , , , , , ,,
1595476449112387303, , ,884,-80, , , , ,1595476449112413878, , , , , , , , ,,
1595476449119032340, , , , ,1231,-80, , ,1595476449125285840, , , , ,1245,-82, , ,,
1595476449131866822, , , , , , ,889,-81,1595476449138015896, , , , , , ,736,-86,,
1595476449138126137, , , , , , , , ,1595476449144605692,653,-80, , , , , , ,,
1595476449151419303, , ,927,-80, , , , ,1595476449151445822, , , , , , , , ,,
1595476449157979155, , , , ,1278,-81, , ,1595476449164191563, , , , ,1282,-82, , ,,
1595476449170693063, , , , , , ,894,-81,1595476449176974415, , , , , , ,736,-87,,
1595476449177079785, , , , , , , , ,1595476449183619192,601,-80, , , , , , ,,
1595476449190379137, , ,875,-80, , , , ,1595476449190409915, , , , , , , , ,,
1595476449197061137, , , , ,1273,-81, , ,1595476449203424155, , , , ,1226,-82, , ,,
1595476449209755377, , , , , , ,889,-81,1595476449216252729, , , , , , ,750,-86,,
1595476449216358248, , , , , , , , ,1595476449222549933,667,-80, , , , , , ,,
1595476449228926470, , ,889,-80, , , , ,1595476449228952822, , , , , , , , ,,
1595476449235423192, , , , ,1236,-81, , ,1595476449242248748, , , , ,1217,-82, , ,,
1595476449248577637, , , , , , ,870,-81,1595476449254798711, , , , , , ,698,-86,,
1595476449254886470, , , , , , , , ,1595476449261093637,583,-80, , , , , , ,,
1595476449267314952, , ,884,-80, , , , ,1595476449267339414, , , , , , , , ,,
1595476449273602248, , , , ,1245,-81, , ,1595476449279595433, , , , ,1301,-83, , ,,
1595476449285771451, , , , , , ,898,-82,1595476449291906970, , , , , , ,707,-86,,
1595476449291988526, , , , , , , , ,1595476449298388211,611,-80, , , , , , ,,
1595476449304842340, , ,903,-80, , , , ,1595476449304868192, , , , , , , , ,,
1595476449311410322, , , , ,1282,-81, , ,1595476449317628396, , , , ,1207,-82, , ,,
1595476449324134970, , , , , , ,876,-81,1595476449330557748, , , , , , ,740,-87,,
1595476449330665970, , , , , , , , ,1595476449337008563,587,-80, , , , , , ,,
1595476449343515803, , ,876,-80, , , , ,1595476449343543026, , , , , , , , ,,
1595476449349930711, , , , ,1268,-81, , ,1595476449356184248, , , , ,1240,-82, , ,,
1595476449362392377, , , , , , ,894,-81,1595476449368481507, , , , , , ,721,-87,,
1595476449368564674, , , , , , , , ,1595476449374794303,615,-80, , , , , , ,,
1595476449381086914, , ,894,-80, , , , ,1595476449381113303, , , , , , , , ,,
1595476449387517026, , , , ,1268,-81, , ,1595476449394145581, , , , ,1226,-82, , ,,
1595476449400501026, , , , , , ,886,-81,1595476449406747488, , , , , , ,712,-86,,
1595476449406856340, , , , , , , , ,1595476449413019600,634,-80, , , , , , ,,
